"MANDT",DIMID,"LENG","MASS","TIMEX","ECURR","TEMP","MOLQU","LIGHT","MSSIE","TEMP_DEP","PRESS_DEP"
"214","POWER",2,1,0,0,0,0,0,"W",,
"706","SURFAC",2,0,0,0,0,0,0,"M2",,
"310","FORCE",1,1,0,0,0,0,0,"N",,
"600","MPROPO",0,0,0,0,0,0,11,,,
"511","SURFAC",2,0,0,0,0,0,0,"M2",,
"000","VPROPO",0,0,0,0,0,0,12,"KMK",,
"706","SURFTE",0,1,0,0,0,0,0,,,
"511","SURFTE",0,1,0,0,0,0,0,,,
"214","PRESS",0,1,0,0,0,0,0,"PA",,
"706","SURINV",0,0,0,0,0,0,0,"M2I",,
"310","FREQU",0,0,0,0,0,0,0,"HZ",,
"600","POINTS",0,0,0,0,0,0,9,"P",,
"003","AAAADL",0,0,0,0,0,0,0,,,
"511","SURINV",0,0,0,0,0,0,0,"M2I",,
"706","TEMP",0,0,0,0,1,0,0,"K",,
"511","TEMP",0,0,0,0,1,0,0,"K",,
"003","ACBAC",0,0,0,0,0,1,0,"C36",,
"310","HYDROL",3,0,0,0,0,0,0,"LMS",,
"214","PROPOR",0,0,0,0,0,0,10,"1",,
"706","TEMPRT",0,0,0,0,1,0,0,,,
"600","POWER",2,1,0,0,0,0,0,"W",,
"511","TEMPRT",0,0,0,0,1,0,0,,,
"003","ACCEL",1,0,0,0,0,0,0,"MS2",,
"706","TIME",0,0,1,0,0,0,0,"S",,
"310","LENGTH",1,0,0,0,0,0,0,"M",,
"511","TIME",0,0,1,0,0,0,0,"S",,
"214","RESIST",2,1,0,0,0,0,0,"OHM",,
"003","CAPACI",0,0,4,2,0,0,0,"F",,
"706","TKONZ",0,0,0,0,0,0,0,,,
"511","TKONZ",0,0,0,0,0,0,0,,,
"310","LIGHT",0,0,0,0,0,0,1,"CD",,
"706","VISDYN",0,1,0,0,0,0,0,"PAS",,
"511","VISDYN",0,1,0,0,0,0,0,"PAS",,
"214","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"003","CONDUC",0,0,3,2,0,0,0,"D10",,
"511","VISKIN",2,0,0,0,0,0,0,"M2S",,
"706","VISKIN",2,0,0,0,0,0,0,"M2S",,
"310","MAGNFD",0,1,0,0,0,0,0,"TES",,
"511","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"706","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"214","SPARAD",0,0,0,0,0,0,0,"BQK",,
"511","VOLTAG",2,1,0,0,0,0,0,"V",,
"310","MAPER",0,0,2,0,0,0,0,"kgj",,
"706","VOLTAG",2,1,0,0,0,0,0,"V",,
"003","DENSI",0,1,0,0,0,0,0,"KGV",,
"511","VOLUME",3,0,0,0,0,0,0,"M3",,
"214","SPEED",1,0,0,0,0,0,0,"M/S",,
"706","VOLUME",3,0,0,0,0,0,0,"M3",,
"511","VPROPO",0,0,0,0,0,0,12,,,
"706","VPROPO",0,0,0,0,0,0,12,,,
"310","MASFLO",0,1,0,0,0,0,0,"KGS",,
"003","ECURR",0,0,0,1,0,0,0,"A",,
"214","SPENER",2,0,0,0,0,0,0,"JKG",,
"555","AAAADL",0,0,0,0,0,0,0,,"X","X"
"707","AAAADL",0,0,0,0,0,0,0,,"X","X"
"003","ENERGY",2,1,0,0,0,0,0,"J",,
"555","ACCEL",1,0,0,0,0,0,0,"MS2",,
"310","MASS",0,1,0,0,0,0,0,"KG",,
"707","ACCEL",1,0,0,0,0,0,0,"MS2",,
"214","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"555","ACTVTY",0,0,0,0,0,0,0,"BQ",,
"600","PRESS",0,1,0,0,0,0,0,"PA",,
"707","CAPACI",0,0,4,2,0,0,0,,,
"003","EVARA",0,1,0,0,0,0,0,,,
"310","MASSBD",0,1,0,0,0,0,0,"KGF",,
"707","CONDUC",0,0,3,2,0,0,0,"D10",,
"214","SPREST",3,1,0,0,0,0,0,"OM",,
"003","FORCE",1,1,0,0,0,0,0,"N",,
"707","DENSI",0,1,0,0,0,0,0,"KGV",,
"600","PROPOR",0,0,0,0,0,0,10,,,
"310","MOENER",2,1,0,0,0,1,0,"JMO",,
"707","ECURR",0,0,0,1,0,0,0,"A",,
"214","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"003","FREQU",0,0,0,0,0,0,0,"HZ",,
"707","ENERGY",2,1,0,0,0,0,0,"J",,
"310","MOLMAS",0,1,0,0,0,0,0,"KGM",,
"600","RESIST",2,1,0,0,0,0,0,"OHM",,
"214","SURFAC",2,0,0,0,0,0,0,"M2",,
"707","FORCE",1,1,0,0,0,0,0,"N",,
"003","HYDROL",3,0,0,0,0,0,0,"LMS",,
"310","MOLQU",0,0,0,0,0,1,0,"MOL",,
"600","ROUNDS",1,0,1,0,0,0,0,,,
"214","SURFTE",0,1,0,0,0,0,0,"NM",,
"003","LENGTH",1,0,0,0,0,0,0,"M",,
"310","MPROPO",0,0,0,0,0,0,11,"KGK",,
"600","SDL",0,0,0,0,0,0,22,,,"X"
"214","SURINV",0,0,0,0,0,0,0,"M2I",,
"003","LIGHT",0,0,0,0,0,0,1,"CD",,
"310","POINTS",0,0,0,0,0,0,9,"P",,
"600","SPAEQU",0,0,0,0,0,1,0,,,
"214","TEMP",0,0,0,0,1,0,0,"K",,
"310","POWER",2,1,0,0,0,0,0,"W",,
"003","MAGNFD",0,1,0,0,0,0,0,"TES",,
"003","MASFLO",0,1,0,0,0,0,0,"KGS",,
"214","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"310","PRESS",0,1,0,0,0,0,0,"PA",,
"003","MASS",0,1,0,0,0,0,0,"KG",,
"310","PROPOR",0,0,0,0,0,0,10,"1",,
"003","MASSBD",0,1,0,0,0,0,0,"KGF",,
"214","THCOND",1,1,0,0,0,0,0,"WMK","X",
"003","MOENER",2,1,0,0,0,1,0,"JMO",,
"310","RESIST",2,1,0,0,0,0,0,"OHM",,
"214","TIME",0,0,1,0,0,0,0,"S",,
"003","MOLMAS",0,1,0,0,0,0,0,"KGM",,
"310","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"003","MOLQU",0,0,0,0,0,1,0,"MOL",,
"214","TKONZ",0,0,0,0,0,0,0,"TM3",,
"003","MPROPO",0,0,0,0,0,0,11,"KGK",,
"310","SPARAD",0,0,0,0,0,0,0,"BQK",,
"003","PERMEA",0,1,0,0,0,0,10,"PMR",,
"214","VISDYN",0,1,0,0,0,0,0,"PAS",,
"310","SPEED",1,0,0,0,0,0,0,"M/S",,
"003","POINTS",0,0,0,0,0,0,9,"P",,
"214","VISKIN",2,0,0,0,0,0,0,"M2S",,
"003","POWER",2,1,0,0,0,0,0,"W",,
"310","SPENER",2,0,0,0,0,0,0,"JKG",,
"003","PRESS",0,1,0,0,0,0,0,"PA",,
"214","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"003","PROPOR",0,0,0,0,0,0,10,"1",,
"310","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"214","VOLTAG",2,1,0,0,0,0,0,"V",,
"003","RESIST",2,1,0,0,0,0,0,"OHM",,
"310","SPREST",3,1,0,0,0,0,0,"OM",,
"003","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"214","VOLUME",3,0,0,0,0,0,0,"M3",,
"003","SPARAD",0,0,0,0,0,0,0,"BQK",,
"310","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"214","VPROPO",0,0,0,0,0,0,12,"KMK",,
"003","SPEED",1,0,0,0,0,0,0,"M/S",,
"310","SURFAC",2,0,0,0,0,0,0,"M2",,
"003","SPENER",2,0,0,0,0,0,0,"JKG",,
"215","AAAADL",0,0,0,0,0,0,0,,,
"310","SURFTE",0,1,0,0,0,0,0,"NM",,
"003","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"215","ACBAC",0,0,0,0,0,1,0,"C36",,
"003","SPREST",3,1,0,0,0,0,0,"OM",,
"003","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"215","ACCEL",1,0,0,0,0,0,0,"MS2",,
"310","SURINV",0,0,0,0,0,0,0,"M2I",,
"003","SURFAC",2,0,0,0,0,0,0,"M2",,
"215","CALVAL",2,0,2,0,0,0,0,,,
"003","SURFTE",0,1,0,0,0,0,0,"NM",,
"310","TEMP",0,0,0,0,1,0,0,"K",,
"003","SURINV",0,0,0,0,0,0,0,"M2I",,
"215","CAPACI",0,0,4,2,0,0,0,"F",,
"003","TEMP",0,0,0,0,1,0,0,"K",,
"310","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"215","CONDUC",0,0,3,2,0,0,0,"D10",,
"003","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"310","THCOND",1,1,0,0,0,0,0,"WMK","X",
"003","THCOND",1,1,0,0,0,0,0,"WMK","X",
"215","DENSI",0,1,0,0,0,0,0,"KGV",,
"003","TIME",0,0,1,0,0,0,0,"S",,
"310","TIME",0,0,1,0,0,0,0,"S",,
"003","TKONZ",0,0,0,0,0,0,0,"TM3",,
"215","ECURR",0,0,0,1,0,0,0,"A",,
"310","TKONZ",0,0,0,0,0,0,0,"TM3",,
"003","VISDYN",0,1,0,0,0,0,0,"PAS",,
"215","ENERGY",2,1,0,0,0,0,0,"J",,
"003","VISKIN",2,0,0,0,0,0,0,"M2S",,
"310","VISDYN",0,1,0,0,0,0,0,"PAS",,
"003","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"215","FORCE",1,1,0,0,0,0,0,"N",,
"003","VOLTAG",2,1,0,0,0,0,0,"V",,
"310","VISKIN",2,0,0,0,0,0,0,"M2S",,
"003","VOLUME",3,0,0,0,0,0,0,"M3",,
"215","FREQU",0,0,0,0,0,0,0,"HZ",,
"310","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"003","VPROPO",0,0,0,0,0,0,12,"KMK",,
"215","HYDROL",3,0,0,0,0,0,0,"LMS",,
"005","AAAADL",0,0,0,0,0,0,0,,,
"310","VOLTAG",2,1,0,0,0,0,0,"V",,
"005","ACBAC",0,0,0,0,0,1,0,"C36",,
"215","LENGTH",1,0,0,0,0,0,0,"M",,
"310","VOLUME",3,0,0,0,0,0,0,"M3",,
"005","ACCEL",1,0,0,0,0,0,0,"MS2",,
"215","LIGHT",0,0,0,0,0,0,1,"CD",,
"310","VPROPO",0,0,0,0,0,0,12,"KMK",,
"005","CAPACI",0,0,4,2,0,0,0,"F",,
"215","MAGNFD",0,1,0,0,0,0,0,"TES",,
"005","CONDUC",0,0,3,2,0,0,0,"D10",,
"340","AAAADL",0,0,0,0,0,0,0,,,
"005","DENSI",0,1,0,0,0,0,0,"KGV",,
"215","MAPER",0,0,2,0,0,0,0,"kgj",,
"340","ACBAC",0,0,0,0,0,1,0,"C36",,
"005","ECURR",0,0,0,1,0,0,0,"A",,
"215","MASFLO",0,1,0,0,0,0,0,"KGS",,
"340","ACCEL",1,0,0,0,0,0,0,"MS2",,
"005","ENERGY",2,1,0,0,0,0,0,"J",,
"215","MASS",0,1,0,0,0,0,0,"KG",,
"340","CAPACI",0,0,4,2,0,0,0,"F",,
"005","EVARA",0,1,0,0,0,0,0,,,
"215","MASSBD",0,1,0,0,0,0,0,"KGF",,
"005","FORCE",1,1,0,0,0,0,0,"N",,
"340","CONDUC",0,0,3,2,0,0,0,"D10",,
"005","FREQU",0,0,0,0,0,0,0,"HZ",,
"340","DENSI",0,1,0,0,0,0,0,"KGV",,
"005","HYDROL",3,0,0,0,0,0,0,"LMS",,
"340","ECURR",0,0,0,1,0,0,0,"A",,
"005","LENGTH",1,0,0,0,0,0,0,"M",,
"005","LIGHT",0,0,0,0,0,0,1,"CD",,
"340","ENERGY",2,1,0,0,0,0,0,"J",,
"005","MAGNFD",0,1,0,0,0,0,0,"TES",,
"340","EVARA",0,1,0,0,0,0,0,,,
"005","MAPER",0,0,2,0,0,0,0,"kgj",,
"005","MASFLO",0,1,0,0,0,0,0,"KGS",,
"340","FORCE",1,1,0,0,0,0,0,"N",,
"005","MASS",0,1,0,0,0,0,0,"KG",,
"340","FREQU",0,0,0,0,0,0,0,"HZ",,
"005","MASSBD",0,1,0,0,0,0,0,"KGF",,
"005","MOENER",2,1,0,0,0,1,0,"JMO",,
"340","HYDROL",3,0,0,0,0,0,0,"LMS",,
"005","MOLMAS",0,1,0,0,0,0,0,"KGM",,
"340","LENGTH",1,0,0,0,0,0,0,"M",,
"005","MOLQU",0,0,0,0,0,1,0,"MOL",,
"005","MPROPO",0,0,0,0,0,0,11,"KGK",,
"340","LIGHT",0,0,0,0,0,0,1,"CD",,
"005","PERMEA",0,1,0,0,0,0,10,"PMR",,
"340","MAGNFD",0,1,0,0,0,0,0,"TES",,
"005","POINTS",0,0,0,0,0,0,9,"P",,
"005","POWER",2,1,0,0,0,0,0,"W",,
"340","MASFLO",0,1,0,0,0,0,0,"KGS",,
"005","PRESS",0,1,0,0,0,0,0,"PA",,
"340","MASS",0,1,0,0,0,0,0,"KG",,
"005","PROPOR",0,0,0,0,0,0,10,"1",,
"005","RESIST",2,1,0,0,0,0,0,"OHM",,
"340","MASSBD",0,1,0,0,0,0,0,"KGF",,
"005","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"005","SPARAD",0,0,0,0,0,0,0,"BQK",,
"340","MOENER",2,1,0,0,0,1,0,"JMO",,
"005","SPEED",1,0,0,0,0,0,0,"M/S",,
"005","SPENER",2,0,0,0,0,0,0,"JKG",,
"340","MOLMAS",0,1,0,0,0,0,0,"KGM",,
"005","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"340","MOLQU",0,0,0,0,0,1,0,"MOL",,
"005","SPREST",3,1,0,0,0,0,0,"OM",,
"005","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"340","MPROPO",0,0,0,0,0,0,11,"KGK",,
"005","SURFAC",2,0,0,0,0,0,0,"M2",,
"340","PERMEA",0,1,0,0,0,0,10,"PMR",,
"005","SURFTE",0,1,0,0,0,0,0,"NM",,
"005","SURINV",0,0,0,0,0,0,0,"M2I",,
"340","POINTS",0,0,0,0,0,0,9,"P",,
"005","TEMP",0,0,0,0,1,0,0,"K",,
"340","POWER",2,1,0,0,0,0,0,"W",,
"005","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"005","THCOND",1,1,0,0,0,0,0,"WMK","X",
"340","PRESS",0,1,0,0,0,0,0,"PA",,
"005","TIME",0,0,1,0,0,0,0,"S",,
"340","PROPOR",0,0,0,0,0,0,10,"1",,
"005","TKONZ",0,0,0,0,0,0,0,"TM3",,
"005","VISDYN",0,1,0,0,0,0,0,"PAS",,
"340","RESIST",2,1,0,0,0,0,0,"OHM",,
"005","VISKIN",2,0,0,0,0,0,0,"M2S",,
"005","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"340","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"005","VOLTAG",2,1,0,0,0,0,0,"V",,
"340","SPARAD",0,0,0,0,0,0,0,"BQK",,
"005","VOLUME",3,0,0,0,0,0,0,"M3",,
"005","VPROPO",0,0,0,0,0,0,12,"KMK",,
"340","SPEED",1,0,0,0,0,0,0,"M/S",,
"008","AAAADL",0,0,0,0,0,0,0,,,
"008","ACBAC",0,0,0,0,0,1,0,"C36",,
"340","SPENER",2,0,0,0,0,0,0,"JKG",,
"008","ACCEL",1,0,0,0,0,0,0,"MS2",,
"008","CAPACI",0,0,4,2,0,0,0,"F",,
"340","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"008","CONDUC",0,0,3,2,0,0,0,"D10",,
"340","SPREST",3,1,0,0,0,0,0,"OM",,
"008","DENSI",0,1,0,0,0,0,0,"KGV",,
"008","ECURR",0,0,0,1,0,0,0,"A",,
"340","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"008","ENERGY",2,1,0,0,0,0,0,"J",,
"008","EVARA",0,1,0,0,0,0,0,,,
"340","SURFAC",2,0,0,0,0,0,0,"M2",,
"008","FORCE",1,1,0,0,0,0,0,"N",,
"340","SURFTE",0,1,0,0,0,0,0,"NM",,
"008","FREQU",0,0,0,0,0,0,0,"HZ",,
"008","HYDROL",3,0,0,0,0,0,0,"LMS",,
"340","SURINV",0,0,0,0,0,0,0,"M2I",,
"008","LENGTH",1,0,0,0,0,0,0,"M",,
"340","TEMP",0,0,0,0,1,0,0,"K",,
"008","LIGHT",0,0,0,0,0,0,1,"CD",,
"008","MAGNFD",0,1,0,0,0,0,0,"TES",,
"340","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"008","MAPER",0,0,2,0,0,0,0,"kgj",,
"340","THCOND",1,1,0,0,0,0,0,"WMK","X",
"008","MASFLO",0,1,0,0,0,0,0,"KGS",,
"008","MASS",0,1,0,0,0,0,0,"KG",,
"340","TIME",0,0,1,0,0,0,0,"S",,
"008","MASSBD",0,1,0,0,0,0,0,"KGF",,
"340","TKONZ",0,0,0,0,0,0,0,"TM3",,
"008","MOENER",2,1,0,0,0,1,0,"JMO",,
"340","VISDYN",0,1,0,0,0,0,0,"PAS",,
"008","MOLMAS",0,1,0,0,0,0,0,"KGM",,
"008","MOLQU",0,0,0,0,0,1,0,"MOL",,
"340","VISKIN",2,0,0,0,0,0,0,"M2S",,
"008","MPROPO",0,0,0,0,0,0,11,"KGK",,
"340","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"008","POINTS",0,0,0,0,0,0,9,"P",,
"340","VOLTAG",2,1,0,0,0,0,0,"V",,
"008","POWER",2,1,0,0,0,0,0,"W",,
"340","VOLUME",3,0,0,0,0,0,0,"M3",,
"008","PRESS",0,1,0,0,0,0,0,"PA",,
"008","PROPOR",0,0,0,0,0,0,10,"1",,
"340","VPROPO",0,0,0,0,0,0,12,"KMK",,
"008","RESIST",2,1,0,0,0,0,0,"OHM",,
"410","AAAADL",0,0,0,0,0,0,0,,"X","X"
"008","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"008","SPARAD",0,0,0,0,0,0,0,"BQK",,
"410","ACCEL",1,0,0,0,0,0,0,"MS2",,
"008","SPEED",1,0,0,0,0,0,0,"M/S",,
"410","CAPACI",0,0,4,2,0,0,0,,,
"008","SPENER",2,0,0,0,0,0,0,"JKG",,
"008","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"410","DENSI",0,1,0,0,0,0,0,"KGV",,
"008","SPREST",3,1,0,0,0,0,0,"OM",,
"410","ECURR",0,0,0,1,0,0,0,"A",,
"008","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"008","SURFAC",2,0,0,0,0,0,0,"M2",,
"410","ENERGY",2,1,0,0,0,0,0,"J",,
"008","SURFTE",0,1,0,0,0,0,0,"NM",,
"410","FORCE",1,1,0,0,0,0,0,"N",,
"008","SURINV",0,0,0,0,0,0,0,"M2I",,
"410","FREQU",0,0,0,0,0,0,0,"HZ",,
"008","TEMP",0,0,0,0,1,0,0,"K",,
"410","HYDROL",3,0,0,0,0,0,0,,,
"008","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"008","THCOND",1,1,0,0,0,0,0,"WMK","X",
"410","LENGTH",1,0,0,0,0,0,0,"M",,
"008","TIME",0,0,1,0,0,0,0,"S",,
"410","LIGHT",0,0,0,0,0,0,1,"CD",,
"410","MAGNFD",0,1,0,0,0,0,0,,,
"008","TKONZ",0,0,0,0,0,0,0,"TM3",,
"410","MASFLO",0,1,0,0,0,0,0,"KGS",,
"008","VISDYN",0,1,0,0,0,0,0,"PAS",,
"410","MASS",0,1,0,0,0,0,0,"KG",,
"008","VISKIN",2,0,0,0,0,0,0,"M2S",,
"410","MASSBD",0,1,0,0,0,0,0,,,
"008","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"410","MOENER",2,1,0,0,0,1,0,,,
"008","VOLTAG",2,1,0,0,0,0,0,"V",,
"410","MOLMAS",0,1,0,0,0,0,0,,,
"008","VOLUME",3,0,0,0,0,0,0,"M3",,
"410","MOLQU",0,0,0,0,0,1,0,"MOL",,
"410","MPROPO",0,0,0,0,0,0,11,,,
"008","VPROPO",0,0,0,0,0,0,12,"KMK",,
"410","POINTS",0,0,0,0,0,0,9,"P",,
"009","AAAADL",0,0,0,0,0,0,0,,,
"410","POWER",2,1,0,0,0,0,0,"W",,
"009","ACBAC",0,0,0,0,0,1,0,"C36",,
"410","PRESS",0,1,0,0,0,0,0,"PA",,
"009","ACCEL",1,0,0,0,0,0,0,"MS2",,
"410","PROPOR",0,0,0,0,0,0,10,,,
"009","CAPACI",0,0,4,2,0,0,0,"F",,
"410","RESIST",2,1,0,0,0,0,0,"OHM",,
"410","ROUNDS",1,0,1,0,0,0,0,,,
"009","CONDUC",0,0,3,2,0,0,0,"D10",,
"410","SDL",0,0,0,0,0,0,22,,,"X"
"410","SPAEQU",0,0,0,0,0,1,0,,,
"009","DENSI",0,1,0,0,0,0,0,"KGV",,
"410","SPARAD",0,0,0,0,0,0,0,,,
"410","SPEED",1,0,0,0,0,0,0,"M/S",,
"009","ECURR",0,0,0,1,0,0,0,"A",,
"410","SPENER",2,0,0,0,0,0,0,,,
"410","STEXKZ",0,1,0,0,0,0,0,,,
"009","ENERGY",2,1,0,0,0,0,0,"J",,
"410","SURFAC",2,0,0,0,0,0,0,"M2",,
"410","SURFTE",0,1,0,0,0,0,0,,,
"009","EVARA",0,1,0,0,0,0,0,,,
"410","SURINV",0,0,0,0,0,0,0,"M2I",,
"410","TEMP",0,0,0,0,1,0,0,"K",,
"009","FORCE",1,1,0,0,0,0,0,"N",,
"009","FREQU",0,0,0,0,0,0,0,"HZ",,
"009","HYDROL",3,0,0,0,0,0,0,"LMS",,
"009","LENGTH",1,0,0,0,0,0,0,"M",,
"009","LIGHT",0,0,0,0,0,0,1,"CD",,
"009","MAGNFD",0,1,0,0,0,0,0,"TES",,
"009","MAPER",0,0,2,0,0,0,0,"kgj",,
"009","MASFLO",0,1,0,0,0,0,0,"KGS",,
"009","MASS",0,1,0,0,0,0,0,"KG",,
"009","MASSBD",0,1,0,0,0,0,0,"KGF",,
"009","MOENER",2,1,0,0,0,1,0,"JMO",,
"009","MOLMAS",0,1,0,0,0,0,0,"KGM",,
"009","MOLQU",0,0,0,0,0,1,0,"MOL",,
"009","MPROPO",0,0,0,0,0,0,11,"KGK",,
"009","POINTS",0,0,0,0,0,0,9,"P",,
"009","POWER",2,1,0,0,0,0,0,"W",,
"009","PRESS",0,1,0,0,0,0,0,"PA",,
"009","PROPOR",0,0,0,0,0,0,10,"1",,
"009","RESIST",2,1,0,0,0,0,0,"OHM",,
"009","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"009","SPARAD",0,0,0,0,0,0,0,"BQK",,
"009","SPEED",1,0,0,0,0,0,0,"M/S",,
"009","SPENER",2,0,0,0,0,0,0,"JKG",,
"009","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"009","SPREST",3,1,0,0,0,0,0,"OM",,
"009","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"009","SURFAC",2,0,0,0,0,0,0,"M2",,
"009","SURFTE",0,1,0,0,0,0,0,"NM",,
"009","SURINV",0,0,0,0,0,0,0,"M2I",,
"009","TEMP",0,0,0,0,1,0,0,"K",,
"009","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"009","THCOND",1,1,0,0,0,0,0,"WMK","X",
"009","TIME",0,0,1,0,0,0,0,"S",,
"009","TKONZ",0,0,0,0,0,0,0,"TM3",,
"009","VISDYN",0,1,0,0,0,0,0,"PAS",,
"009","VISKIN",2,0,0,0,0,0,0,"M2S",,
"009","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"009","VOLTAG",2,1,0,0,0,0,0,"V",,
"009","VOLUME",3,0,0,0,0,0,0,"M3",,
"009","VPROPO",0,0,0,0,0,0,12,"KMK",,
"203","AAAADL",0,0,0,0,0,0,0,,,
"203","ACBAC",0,0,0,0,0,1,0,"C36",,
"203","ACCEL",1,0,0,0,0,0,0,"MS2",,
"203","CAPACI",0,0,4,2,0,0,0,"F",,
"203","CONDUC",0,0,3,2,0,0,0,"D10",,
"203","DENSI",0,1,0,0,0,0,0,"KGV",,
"203","ECURR",0,0,0,1,0,0,0,"A",,
"203","ENERGY",2,1,0,0,0,0,0,"J",,
